POA_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA4556,254,19,13,0,0,288,77,25,3,0,0,107,94,7,3,0,0,104,156,7,3,0,0,163,181,7,5,0,3,205,620,41,22,0,4,693,710,46,14,0,0,781,1316,37,9,0,3,1373,687,9,3,0,0,699,472,10,3,0,0,484,281,0,4,0,4,282,180,14,3,0,0,196,5029,227,92,0,17,5375
POA4557,73,7,10,0,0,87,36,3,8,0,0,49,24,0,9,0,0,34,23,7,15,0,0,45,77,12,23,0,0,107,158,26,58,0,0,241,238,20,80,0,0,341,510,23,61,0,0,599,281,3,9,0,3,302,189,3,9,0,0,199,68,0,9,3,0,77,75,3,3,0,0,82,1749,107,296,7,6,2163
POA4558,58,23,24,0,0,106,34,5,12,0,0,56,24,13,5,0,0,47,31,8,18,0,0,55,50,21,20,0,0,89,148,99,64,3,0,311,167,95,79,0,0,345,292,57,68,0,0,413,120,8,26,0,0,156,69,6,18,0,0,92,31,0,15,0,0,47,46,19,6,0,0,73,1058,368,347,7,0,1792
POA4559,43,0,0,0,0,43,18,0,0,0,0,18,10,0,0,0,0,10,33,0,0,0,0,33,37,0,0,0,0,41,133,3,0,0,0,135,149,0,0,0,0,155,192,0,0,0,0,196,103,0,0,0,0,103,66,0,0,0,0,66,31,0,0,0,0,31,35,0,0,0,0,33,856,4,3,0,0,864
POA4560,193,3,0,3,0,202,114,8,3,3,0,130,88,5,3,0,0,97,148,7,3,0,0,168,225,4,4,0,0,241,614,46,12,0,0,674,861,38,11,0,3,909,992,22,3,0,3,1022,342,4,0,3,4,351,178,0,0,0,0,182,95,0,0,0,3,101,186,3,4,0,0,200,4048,138,41,16,14,4270
POA4561,46,0,0,0,0,46,27,0,0,0,0,27,17,0,0,0,0,22,40,0,0,0,0,40,60,3,0,0,0,68,143,8,0,0,0,147,177,4,0,0,0,179,261,0,0,0,3,265,106,0,0,0,0,106,94,0,0,0,0,91,44,0,0,0,0,44,57,3,0,0,3,59,1063,21,3,3,9,1090
POA4562,63,0,0,0,0,63,26,0,0,0,0,26,20,0,0,0,0,20,27,0,0,0,0,30,74,0,0,0,0,74,169,0,0,0,0,169,179,0,0,0,0,175,242,0,0,0,0,243,146,4,0,0,0,150,113,0,0,0,0,113,66,0,0,0,0,66,60,0,0,0,0,67,1187,3,4,0,4,1203
POA4563,63,0,0,0,0,64,27,3,0,0,0,36,22,0,0,0,0,22,53,0,3,3,0,56,57,0,3,0,0,56,153,0,7,0,0,161,209,3,0,0,0,219,256,0,0,0,0,257,89,0,0,0,0,89,79,0,0,0,0,83,44,0,0,0,0,44,55,0,0,0,0,55,1110,6,18,4,6,1139
POA4564,51,11,10,0,0,67,28,5,3,0,0,34,22,4,3,0,0,24,39,6,7,0,0,52,54,14,4,0,0,72,112,39,26,0,0,179,182,40,18,0,0,240,281,31,26,0,0,327,89,12,5,0,0,112,81,6,8,0,0,99,37,0,4,0,0,46,51,7,7,0,0,58,1021,185,114,3,0,1324
POA4565,101,7,0,0,0,109,47,6,0,0,0,50,39,0,0,0,0,43,62,8,0,0,0,67,104,3,0,0,0,108,244,9,7,0,0,258,280,3,3,0,0,292,401,12,3,0,0,414,164,8,0,0,0,174,86,4,0,0,0,87,40,0,0,0,0,37,79,0,3,0,0,81,1639,56,18,11,7,1722
POA4566,35,7,3,0,0,45,12,7,0,0,0,15,11,9,3,0,0,22,15,7,0,0,0,28,15,5,3,0,0,29,67,25,8,0,0,110,82,27,8,0,0,119,128,15,5,0,0,155,71,10,3,0,0,87,68,8,0,0,4,75,53,5,3,0,0,61,36,9,0,0,3,43,593,130,54,0,12,791
POA4567,64,11,8,0,0,88,16,4,8,0,0,28,23,3,3,0,0,30,38,5,8,0,0,47,33,10,10,0,0,52,127,26,16,0,0,161,114,30,25,0,3,174,205,19,18,0,4,246,152,11,13,0,0,172,109,11,7,0,4,129,74,0,4,0,0,84,55,7,0,0,0,63,1012,134,113,0,12,1273
POA4568,29,0,0,0,0,29,9,0,0,0,0,9,12,0,0,0,0,12,30,0,0,0,0,29,33,0,0,0,0,33,103,3,0,0,0,108,87,0,0,0,0,92,105,0,0,0,0,108,40,0,0,0,0,40,31,0,0,0,0,31,10,0,0,0,0,10,36,0,0,0,0,36,529,0,0,4,0,541
POA4569,15,0,0,0,0,15,15,0,0,0,0,15,11,0,0,0,0,11,10,0,0,0,0,10,25,0,0,0,0,25,56,0,0,0,0,54,58,0,0,0,0,58,38,0,0,0,0,38,15,0,0,0,0,20,7,0,0,0,0,7,0,0,0,0,0,0,20,0,0,0,0,20,274,0,0,0,0,276
POA4570,285,3,0,3,0,293,221,3,0,0,0,224,172,0,0,3,0,172,346,0,0,12,0,362,463,5,0,8,0,474,1168,6,3,5,7,1190,1018,3,3,3,3,1032,764,4,0,3,3,769,220,3,0,6,0,233,131,0,0,0,0,131,90,0,0,0,0,92,212,0,0,3,0,213,5087,24,8,43,16,5183
POA4571,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,10,0,0,0,0,10,29,0,0,0,0,29,22,0,0,0,0,21,16,0,0,0,0,16,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,106,0,0,0,0,109
POA4572,11,3,6,0,0,23,5,0,3,0,0,10,8,0,0,0,0,8,3,0,7,0,0,11,3,0,6,0,0,14,17,8,35,0,0,59,27,4,27,0,0,58,45,8,20,0,0,75,31,3,11,0,3,44,41,3,10,0,0,46,21,3,3,0,0,23,18,0,3,0,0,21,221,33,130,0,3,383
POA4573,137,22,8,0,0,158,67,13,3,0,0,83,41,4,0,0,0,52,73,14,3,0,0,91,115,13,5,0,0,141,336,52,26,0,0,413,406,48,17,0,5,478,744,41,19,0,0,805,397,19,8,0,0,420,274,10,4,0,0,286,125,3,3,0,0,132,113,3,7,0,0,124,2821,238,108,0,12,3176
POA4574,13,0,0,0,0,13,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,13,0,0,0,0,13,36,0,0,0,0,38,31,0,0,0,0,27,27,0,0,0,0,27,15,0,0,0,0,15,10,0,0,0,0,10,3,0,0,0,0,3,6,0,0,0,0,6,154,0,0,3,0,155
POA4575,109,17,6,0,0,130,48,11,4,0,0,61,35,10,3,0,0,51,52,12,0,0,0,68,87,10,4,0,0,102,246,39,22,0,0,302,293,34,17,0,0,342,562,15,19,0,3,603,305,0,13,0,0,317,288,6,8,0,0,306,161,3,3,0,0,164,96,15,4,0,0,110,2278,166,100,0,3,2555
POA4580,36,0,0,0,0,36,23,0,0,0,0,24,30,0,0,0,0,30,26,5,0,8,0,38,41,0,0,0,0,45,72,0,0,3,0,78,71,0,0,0,0,71,55,0,0,0,0,55,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,20,0,0,0,0,25,387,3,0,11,0,402
POA4581,3,0,0,0,0,3,3,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,4,5,0,3,0,0,9,13,0,3,0,0,14,8,0,0,0,0,13,11,3,0,3,0,20,3,0,0,0,0,3,5,0,0,0,0,9,5,0,0,0,0,5,5,0,0,0,0,9,66,6,7,7,0,88
POA4600,12,0,0,0,0,12,6,0,0,0,0,7,7,0,0,0,0,7,13,0,0,3,0,16,3,0,0,0,0,3,29,0,0,0,0,29,13,0,0,0,0,13,8,0,0,0,0,8,4,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,11,108,0,0,3,0,112
POA4601,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,11,13,0,0,0,0,13,20,0,0,0,0,20,7,0,0,0,0,7,11,0,0,0,0,11,6,0,0,0,0,6,4,0,0,0,0,4,8,0,0,0,0,8,7,0,0,0,0,7,108,0,0,0,0,108
POA4605,24,0,4,0,0,34,22,0,0,0,0,22,27,0,0,0,0,27,41,0,0,0,0,41,43,0,0,0,0,47,69,0,0,0,0,69,56,0,0,0,0,59,16,0,0,0,0,16,6,0,0,0,0,6,10,0,0,0,0,10,5,0,0,0,0,5,15,0,0,0,0,13,343,0,4,3,0,349
POA4606,19,0,0,0,0,18,3,0,0,0,0,3,20,0,0,0,0,20,30,0,0,0,0,28,23,0,0,0,0,23,58,4,0,0,0,63,42,0,0,0,0,39,28,0,0,0,0,25,8,0,0,0,0,8,8,0,0,0,0,8,3,0,0,0,0,3,16,0,0,0,0,14,254,4,0,3,3,263
POA4608,11,0,0,0,0,14,5,0,0,0,0,5,3,0,0,0,0,3,6,0,0,0,0,6,8,0,0,0,0,8,13,0,0,0,0,18,15,0,0,0,0,15,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,95,0,0,3,0,100
POA4610,80,0,0,0,0,81,57,3,0,0,0,55,48,0,0,0,0,50,105,4,0,0,0,108,144,3,0,0,0,148,348,3,3,0,3,362,314,0,0,3,4,322,224,0,0,0,0,225,67,0,0,0,0,67,47,0,0,0,0,43,32,0,0,0,0,32,82,0,0,0,0,82,1545,16,6,8,6,1586
POA4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,20,0,0,0,0,20
POA4612,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
POA4613,7,0,0,0,0,11,7,0,0,0,0,7,10,0,0,0,0,10,3,0,0,0,0,3,8,0,0,0,0,8,14,0,0,0,0,14,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,69,0,0,0,0,71
POA4614,10,0,0,0,0,13,10,0,0,0,0,10,3,0,0,0,0,3,18,0,0,0,0,18,12,0,0,0,0,12,28,0,0,0,0,28,9,0,0,0,0,9,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,112,0,0,0,0,113
POA4615,58,0,0,0,0,56,56,0,0,0,0,55,37,0,0,0,0,37,66,0,0,3,0,65,100,0,0,0,0,100,197,0,0,0,0,197,123,0,0,0,0,128,64,0,0,0,0,62,16,0,0,0,0,16,13,0,0,0,0,13,15,0,0,0,0,15,42,0,0,3,0,39,786,3,0,4,3,793
POA4620,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,7,0,0,0,0,7,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,45
POA4621,14,0,0,0,0,14,17,0,0,0,0,17,12,0,0,0,0,12,21,0,0,0,0,19,22,0,0,0,0,22,34,0,0,0,0,34,18,0,0,0,0,24,18,0,0,0,0,18,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,6,0,0,0,0,6,171,0,0,0,0,174
POA4625,21,0,0,0,0,22,7,0,0,0,0,12,11,0,0,0,0,15,32,0,0,0,0,32,33,0,0,0,0,33,72,0,0,0,0,73,27,0,0,0,0,27,23,0,0,0,0,23,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,14,0,0,0,0,15,254,0,0,8,0,262
POA4626,17,0,0,0,0,13,4,0,0,0,0,3,10,0,0,3,0,10,17,0,0,0,0,17,20,0,0,0,0,21,34,0,0,0,0,36,20,0,0,0,0,20,29,0,0,0,0,29,9,0,0,0,0,9,7,0,0,0,0,7,6,0,0,0,0,6,13,0,0,0,0,13,174,0,3,3,0,183
POA4627,5,0,0,0,0,10,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,9,6,0,0,0,0,6,7,0,0,0,0,7,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,7,0,0,0,0,7,56,0,0,3,0,63
POA4630,19,0,0,0,0,22,14,0,0,0,0,14,15,0,0,0,0,15,16,0,0,0,0,16,14,0,0,0,0,20,38,0,0,0,0,35,22,0,0,0,0,22,26,0,0,0,0,26,12,0,0,0,0,12,10,0,0,0,0,10,8,0,0,0,0,8,15,0,0,0,0,17,210,0,0,0,0,217
POA4650,192,0,0,3,0,198,134,3,0,0,0,138,155,0,0,0,0,158,273,3,0,0,4,280,373,4,0,0,3,381,995,4,4,0,8,1008,644,4,0,0,6,655,432,0,0,0,3,435,110,0,0,0,3,119,71,0,0,0,0,75,38,0,0,0,3,37,161,3,0,3,0,164,3587,24,12,5,42,3663
POA4655,299,13,7,3,3,330,174,16,0,0,0,191,158,9,0,0,0,169,298,11,3,4,3,318,356,19,3,4,0,380,1035,56,17,7,11,1126,1247,32,5,5,0,1296,1074,18,4,4,7,1105,337,0,3,3,0,344,210,0,3,0,0,209,85,0,0,0,0,89,206,11,4,3,0,223,5472,185,49,36,28,5768
POA4659,30,0,0,0,0,31,33,0,0,0,0,33,20,0,0,3,0,22,29,0,0,4,0,34,34,0,0,0,0,36,87,0,0,0,0,89,72,0,0,3,0,70,65,0,3,0,0,72,16,0,0,0,0,21,17,0,0,0,0,17,3,0,0,0,0,3,31,0,0,0,0,31,444,0,4,9,0,460
POA4660,52,0,0,0,0,52,34,0,0,0,0,34,30,0,0,0,0,30,58,0,0,0,0,58,75,0,0,0,0,77,154,0,0,0,0,156,123,0,0,0,0,127,78,0,0,0,0,78,23,0,0,0,0,23,13,0,0,0,0,19,17,0,0,0,0,17,52,0,0,0,0,52,705,0,0,3,3,715
POA4662,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,10,0,0,0,0,10,24,0,0,0,0,24,14,0,0,3,0,18,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,6,0,79
POA4670,421,7,11,0,3,445,283,10,4,0,0,297,232,4,0,0,0,238,491,7,13,0,0,514,644,22,10,3,4,675,1912,36,30,4,5,1984,1842,20,31,0,4,1888,1350,7,18,0,0,1378,428,3,4,0,0,437,267,0,3,0,0,272,125,3,0,0,0,127,364,5,9,0,0,378,8360,123,133,11,21,8647
POA4671,57,0,0,3,0,59,52,0,0,3,0,54,56,0,0,3,0,59,88,0,0,8,0,92,81,0,0,0,0,81,142,0,0,5,3,146,87,0,0,0,0,87,61,0,0,3,0,67,19,0,0,0,0,19,16,0,0,0,0,16,9,0,0,0,0,14,33,0,0,0,0,36,715,0,3,26,4,745
POA4673,5,0,0,0,0,5,8,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,11,7,0,0,0,0,7,17,0,0,0,0,17,13,0,0,0,0,13,12,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,81
POA4674,13,0,0,0,0,13,12,0,0,0,0,15,6,0,0,0,0,10,20,0,0,0,0,20,20,0,0,0,0,20,29,0,0,0,0,31,15,0,0,0,0,14,20,0,0,0,0,20,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,11,162,0,0,6,0,164
POA4676,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
POA4677,26,0,0,3,0,28,19,0,0,0,0,23,16,0,0,0,0,16,25,0,0,0,0,26,25,0,0,0,0,27,70,0,0,0,3,74,69,0,0,0,0,70,91,0,3,3,0,100,42,0,0,0,0,44,29,0,0,0,0,35,14,0,0,0,0,12,25,0,0,0,0,31,454,0,8,14,7,479
POA4678,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,11,0,0,0,0,9,15,0,0,0,0,19,20,0,0,0,0,18,30,0,0,0,0,30,12,0,0,0,0,12,13,0,0,0,0,8,3,0,0,0,0,3,10,0,0,0,0,10,128,0,0,4,0,129
POA4680,224,0,0,3,0,226,89,3,9,0,0,97,86,0,0,0,0,89,145,7,4,0,0,151,270,4,5,0,0,280,757,25,16,0,0,802,1169,14,19,3,0,1207,1798,24,8,3,0,1838,1075,8,8,4,3,1096,775,0,7,0,0,782,299,3,0,0,0,302,258,3,0,0,3,267,6948,96,83,13,12,7153
POA4694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
POA4695,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,5,0,0,0,0,8,18,0,0,0,0,18,33,0,0,0,0,33,31,0,0,0,0,31,17,0,0,0,0,17,7,0,0,0,0,7,8,0,0,0,0,8,17,0,0,0,0,17,149,0,0,0,0,148
POA4697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
POA4699,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,12,0,0,0,0,12,14,0,0,0,0,14,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,62,0,0,0,0,62
POA4700,65,4,0,0,0,68,59,0,3,0,0,61,48,0,0,0,0,53,95,0,0,0,0,98,140,3,3,0,0,153,449,9,6,0,0,467,421,7,15,0,0,439,301,11,6,0,0,318,90,3,0,0,0,95,71,0,5,0,0,78,45,0,0,0,0,46,70,0,3,0,3,81,1862,39,47,4,4,1953
POA4701,215,3,0,0,0,219,113,3,3,0,0,118,78,3,0,0,0,88,180,9,0,0,0,184,360,6,4,0,0,375,1122,22,6,0,3,1150,1217,12,5,0,0,1244,1118,12,13,0,0,1145,356,0,0,0,0,355,242,0,0,0,0,245,110,0,0,0,0,109,179,6,0,0,0,186,5292,78,33,5,7,5413
POA4702,176,0,0,3,0,181,45,0,0,0,0,45,60,0,0,0,0,59,131,0,0,0,4,131,156,0,0,3,0,164,475,0,0,0,0,483,627,0,0,9,0,629,738,3,0,7,6,756,286,0,0,3,0,290,200,0,0,0,0,204,109,0,0,3,3,113,175,0,0,6,3,177,3173,11,0,32,17,3237
POA4703,115,3,3,3,0,121,43,3,3,0,0,50,50,3,0,0,0,50,81,0,4,0,0,85,105,0,0,0,0,108,325,7,16,4,3,354,456,9,11,0,0,477,687,7,10,4,0,711,362,0,6,0,0,368,231,3,3,0,0,233,93,0,3,0,0,94,93,4,4,0,0,103,2637,42,60,18,12,2768
POA4704,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,27
POA4705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,16,0,0,0,0,16
POA4706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
POA4707,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,24,0,0,0,0,21
POA4709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4710,23,0,0,0,0,23,10,0,0,0,0,6,7,0,0,0,0,7,18,0,0,0,0,20,22,0,0,0,0,26,64,0,0,0,0,61,73,0,3,0,0,76,122,0,3,0,0,126,61,0,0,0,0,61,27,0,0,0,0,28,14,0,0,0,0,14,24,0,0,0,0,24,465,3,11,3,0,480
POA4711,15,0,0,0,0,15,9,0,0,0,0,9,5,0,0,0,0,5,6,0,0,0,0,6,14,0,0,0,0,14,39,0,0,0,0,39,48,0,0,0,0,45,85,0,0,0,0,88,47,0,0,0,0,47,24,0,0,0,0,24,8,0,0,0,0,8,15,0,0,0,0,15,308,0,0,0,3,314
POA4712,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11
POA4713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4714,16,0,0,0,0,16,26,0,0,0,0,26,36,0,0,0,0,37,39,0,0,0,0,39,44,0,0,3,0,51,64,0,0,0,0,65,30,0,0,0,0,27,15,0,0,0,0,15,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,290,3,0,5,0,296
POA4715,37,0,0,0,0,37,13,0,0,0,0,13,15,0,0,0,0,15,23,0,0,0,0,23,48,0,0,0,0,48,152,0,3,0,0,157,170,0,0,0,0,170,148,0,0,0,0,148,70,0,0,0,0,66,43,0,0,0,0,43,24,0,0,0,0,24,36,0,0,0,0,39,785,0,3,0,0,788
POA4716,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,13,18,0,0,0,0,18,17,0,0,0,0,16,13,0,0,0,0,13,7,0,0,0,0,7,17,0,0,0,0,17,6,0,0,0,0,6,8,0,0,0,0,8,103,0,0,0,0,106
POA4717,7,0,0,0,0,7,7,0,0,0,0,7,11,0,0,0,0,11,14,0,0,0,0,13,27,0,0,0,0,27,55,0,0,0,0,55,43,0,0,0,0,43,69,0,0,0,0,69,25,0,0,0,0,25,16,0,0,0,0,16,4,0,0,0,0,4,7,0,0,0,0,7,285,0,3,0,0,284
POA4718,13,0,0,0,0,13,6,0,0,0,0,6,3,0,0,0,0,3,8,0,0,0,0,8,17,0,0,0,0,17,36,0,0,0,0,34,42,0,0,0,0,43,23,0,0,0,0,19,12,0,0,0,0,12,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,166,0,0,0,0,169
POA4719,10,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,12,0,0,0,0,13,13,0,0,0,0,13,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,67,0,0,0,0,67
POA4720,29,0,0,0,0,33,12,3,0,0,0,12,18,0,0,0,0,20,39,0,0,0,0,46,57,0,0,0,3,60,185,5,7,0,0,197,253,15,11,3,0,277,464,14,5,3,0,489,252,0,3,3,0,258,178,0,0,0,0,177,62,0,0,0,0,67,57,0,3,0,0,64,1606,43,28,14,8,1688
POA4721,25,0,0,0,3,31,4,0,0,0,0,4,3,0,0,0,0,3,13,0,0,0,0,13,17,0,0,0,0,19,40,0,0,0,0,46,54,0,0,0,0,54,56,0,0,0,0,56,26,0,0,0,0,26,13,0,0,0,0,13,8,0,0,0,0,8,22,0,0,0,0,22,286,0,3,3,3,295
POA4722,15,0,0,0,3,17,4,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,4,4,0,0,0,7,13,20,0,0,0,4,24,14,0,0,0,4,21,14,0,0,0,4,22,3,0,0,0,4,7,0,0,0,0,0,3,5,0,0,0,3,8,14,0,0,0,3,19,99,0,0,0,42,138
